date,0
2020-03-07,31.25
2020-03-08,11.11
2020-03-09,21.74
2020-03-10,14.81
2020-03-11,25.0
2020-03-12,40.0
2020-03-13,29.41
2020-03-14,29.75
2020-03-15,20.92
2020-03-16,10.53
2020-03-17,12.31
2020-03-18,14.1
2020-03-19,14.66
2020-03-20,17.39
2020-03-21,13.67
2020-03-22,10.34
2020-03-23,16.63
2020-03-24,14.55
2020-03-25,18.78
